"Device ID","Device code",Count,"Total Data","Persentase longlat (0)"
202113,B-9586-CXR,0,694,0%
202115,B-9513-CXR,116,692,16.76%
202120,B-9176-CXR,0,677,0%
202121,B-9185-CXR,0,689,0%
202123,B-9645-CXR,0,0,0%
202124,B-9631-CXR,0,692,0%
202125,B-9630-CXR,8,699,1.14%
202126,B-9641-CXR,76,706,10.76%
202127,B-9639-CXR,61,685,8.91%
202128,B-9640-CXR,0,677,0%
202129,B-9629-CXR,0,685,0%
202130,B-9632-CXR,76,698,10.89%
202131,B-9636-CXR,90,632,14.24%
202132,B-9635-CXR,104,688,15.12%
202133,B-9608-CXR,94,679,13.84%
202134,B-9638-CXR,0,0,0%
202136,B-9646-CXR,0,688,0%
202137,B-9671-CXR,0,705,0%
202138,B-9670-CXR,0,691,0%
202139,B-9633-CXR,57,694,8.21%
202140,B-9621-CXR,0,680,0%
202141,B-9728-CXR,21,696,3.02%
202142,B-9726-CXR,57,688,8.28%
202143,B-9696-CXR,0,695,0%
202144,B-9642-CXR,0,679,0%
202145,B-9712-CXR,0,684,0%
202146,B-9692-CXR,0,695,0%
202147,B-9721-CXR,2,687,0.29%
202149,B-9727-CXR,0,695,0%
202150,B-9731-CXR,0,680,0%
202151,B-9730-CXR,43,695,6.19%
202152,B-9700-CXR,43,680,6.32%
202155,B-9738-CXR,0,682,0%
202156,B-9012-CXS,0,677,0%
202157,B-9757-CXR,0,687,0%
202160,B-9739-CXR,94,690,13.62%
202161,B-9699-CXR,32,705,4.54%
202165,B-9180-CXR,25,703,3.56%
202166,B-9715-CXR,0,678,0%
202168,B-9613-CXR,0,682,0%
202169,B-9634-CXR,0,698,0%
202170,B-9694-CXR,48,693,6.93%
202172,B-9719-CXR,168,704,23.86%
202173,B-9718-CXR,50,671,7.45%
202174,B-9589-CXR,0,690,0%
202175,B-9697-CXR,32,687,4.66%
202178,B-9228-CXR,76,696,10.92%
202179,B-9693-CXR,0,695,0%
202180,B-9716-CXR,0,698,0%
202181,B-9603-CXR,0,694,0%
202182,B-9673-CXR,37,679,5.45%
202183,B-9172-CXR,56,695,8.06%
202184,B-9717-CXR,0,681,0%
202185,B-9749-CXR,0,0,0%
202187,B-9637-CXR,12,685,1.75%
202188,B-9762-CXR,98,707,13.86%
202189,B-9720-CXR,103,680,15.15%
202190,B-9778-CXR,0,676,0%
202193,B-9586-CXS,0,680,0%
202195,B-9330-CXR,1,39,2.56%
202196,B-9643-CXR,0,681,0%
202197,B-9713-CXR,2,701,0.29%
202198,B-9779-CXR,7,683,1.02%
202199,B-9773-CXR,2,721,0.28%
202200,B-9598-UCE,0,678,0%
202201,B-9695-CXR,0,692,0%
202203,B-9668-CXR,0,683,0%
202204,B-9766-CXR,40,694,5.76%
202205,B-9805-CXR,0,1238,0%
202206,B-9165-UCH,0,691,0%
202207,B-9455-CXR,0,684,0%
202208,B-9761-CXR,0,679,0%
202209,B-9616-CXR,27,688,3.92%
202210,B-9802-CXR,0,690,0%
202211,B-9830-CXR,0,0,0%
202212,B-9828-CXR,20,414,4.83%
202213,B-9177-CXR,0,688,0%
202214,B-9808-CXR,0,886,0%
202215,B-9456-CXR,0,681,0%
202217,B-9663-CXR,0,0,0%
202218,B-9664-CXR,0,688,0%
202220,B-9803-CXR,0,0,0%
202221,B-9417-CXR,109,705,15.46%
202222,B-9804-CXR,0,689,0%
202223,B-9752-CXR,0,678,0%
202224,B-9750-CXR,52,694,7.49%
202225,B-9672-CXR,0,682,0%
202226,B-9801-CXR,42,684,6.14%
202227,B-9809-CXR,0,0,0%
202228,B-9350-CXR,0,678,0%
202229,B-9806-CXR,104,679,15.32%
202231,B-9873-CXR,0,691,0%
202233,B-9741-CXR,0,690,0%
202234,B-9722-CXR,0,675,0%
202235,B-9729-CXR,38,689,5.52%
202236,B-9747-CXR,0,683,0%
202237,B-9372-CXR,0,692,0%
202238,B-9884-CXR,0,696,0%
202239,B-9767-CXR,0,674,0%
202240,B-9877-CXR,0,688,0%
202241,B-9843-CXR,0,700,0%
202242,B-9628-CXR,106,702,15.1%
202243,B-9879-CXR,42,681,6.17%
202244,B-9742-CXR,0,684,0%
202245,B-9886-CXR,92,684,13.45%
202246,B-9846-CXR,52,682,7.62%
202247,B-9869-CXR,0,687,0%
202248,B-9850-CXR,0,692,0%
202249,B-9871-CXR,0,684,0%
202250,B-9874-CXR,0,0,0%
202251,B-9745-CXR,0,693,0%
202252,W-8191-UT,0,677,0%
202253,W-8194-UT,0,705,0%
202254,W-8193-UT,1,690,0.14%
202255,W-8192-UT,0,691,0%
202256,W-8195-UT,8,697,1.15%
202257,B-9894-CXR,86,694,12.39%
202258,B-9866-CXR,0,681,0%
202260,B-9907-CXR,0,708,0%
202262,B-9214-CXR,153,678,22.57%
202264,B-9844-CXR,4,700,0.57%
202265,B-9875-CXR,0,687,0%
202266,B-9298-CXS,0,698,0%
202267,B-9763-CXR,0,0,0%
202268,B-9725-CXR,48,694,6.92%
202270,B-9845-CXR,0,694,0%
202272,B-9575-CXR,0,678,0%
202273,B-9601-CXR,0,680,0%
202274,B-9862-CXR,1,407,0.25%
202275,B-9901-CXR,0,688,0%
202276,B-9865-CXR,1,600,0.17%
202277,B-9876-CXR,0,689,0%
202278,B-9760-CXR,0,713,0%
202279,B-9854-CXR,0,680,0%
202280,B-9623-CXR,11,697,1.58%
202281,B-9574-CXR,0,688,0%
202282,B-9701-CXR,0,676,0%
202283,B-9847-CXR,0,710,0%
202285,B-9849-CXR,0,695,0%
202286,B-9896-CXR,0,686,0%
202287,B-9899-CXR,0,691,0%
202289,B-9853-CXR,0,691,0%
202290,W-8272-UT,0,696,0%
202291,B-9429-CXR,0,679,0%
202292,W-8273-UT,0,680,0%
202293,W-8268-UT,0,0,0%
202294,W-8269-UT,9,695,1.29%
202295,B-9863-CXR,8,690,1.16%
202297,B-9936-CXR,0,686,0%
202298,B-9861-CXR,34,685,4.96%
202299,B-9933-CXR,0,690,0%
202301,B-9872-CXR,0,698,0%
202302,B-9937-CXR,0,664,0%
202303,B-9407-CXR,0,678,0%
202304,B-9941-CXR,0,687,0%
202307,B-9878-CXR,2,684,0.29%
202309,B-9413-CXR,2,691,0.29%
202310,B-9883-CXR,60,681,8.81%
202311,B-9665-CXR,0,689,0%
202312,B-9583-CXR,0,690,0%
202313,B-9880-CXR,0,691,0%
202315,B-9881-CXR,0,692,0%
202316,B-9932-CXR,0,666,0%
202317,B-9885-CXR,0,682,0%
202318,B-9410-CXR,0,676,0%
202319,B-9906-CXR,1,704,0.14%
202320,B-9887-CXR,2,687,0.29%
202321,B-9882-CXR,1,408,0.25%
202322,B-9934-CXR,0,662,0%
202323,B-9904-CXR,0,680,0%
202324,B-9953-CXR,0,672,0%
202325,B-9892-CXR,0,573,0%
202326,B-9949-CXR,23,687,3.35%
202327,B-9952-CXR,0,694,0%
202328,B-9913-CXR,0,679,0%
202329,B-9889-CXR,0,689,0%
202330,W-8270-UT,0,692,0%
202331,B-9910-CXR,2,686,0.29%
202332,B-9406-CXR,0,684,0%
202333,B-9903-CXR,0,681,0%
202334,B-9897-CXR,0,694,0%
202335,B-9900-CXR,0,685,0%
202336,B-9870-CXR,0,677,0%
202337,B-9950-CXR,0,696,0%
202338,B-9959-CXR,1,659,0.15%
202339,B-9951-CXR,0,689,0%
202340,B-9905-CXR,0,694,0%
202341,B-9914-CXR,0,1279,0%
202342,B-9748-CXR,0,689,0%
202343,B-9893-CXR,0,149,0%
202345,B-9895-CXR,1,690,0.14%
202346,B-9212-CXR,0,684,0%
202347,B-9349-CXR,0,685,0%
202348,B-9662-CXR,0,0,0%
202349,B-9958-CXR,0,694,0%
202350,B-9593-CXR,0,698,0%
202351,B-9058-CXS,1,693,0.14%
202352,B-9049-CXS,0,678,0%
202353,B-9047-CXS,133,700,19%
202354,B-9057-CXS,0,709,0%
202355,B-9024-CXS,0,703,0%
202356,B-9059-CXS,0,678,0%
202357,B-9056-CXS,52,711,7.31%
202358,B-9048-CXS,0,680,0%
202359,B-9060-CXS,0,679,0%
202360,B-9022-CXS,0,679,0%
202361,B-9055-CXS,4,660,0.61%
202362,B-9051-CXS,9,158,5.7%
202363,B-9050-CXS,1,688,0.15%
202364,B-9028-CXS,0,685,0%
202365,B-9032-CXS,0,679,0%
202366,B-9033-CXS,0,678,0%
202367,B-9029-CXS,0,601,0%
202368,B-9031-CXS,0,681,0%
202369,B-9451-CXR,107,677,15.81%
202370,B-9188-CXS,50,694,7.2%
202371,B-9014-CXS,0,690,0%
202372,B-9023-CXS,0,681,0%
202373,B-9040-CXS,0,682,0%
202374,B-9036-CXS,0,679,0%
202375,B-9018-CXS,0,689,0%
202376,B-9015-CXS,0,688,0%
202377,B-9011-CXS,15,689,2.18%
202378,B-9020-CXS,31,709,4.37%
202379,B-9063-CXS,0,0,0%
202380,B-9062-CXS,0,680,0%
202381,B-9064-CXS,0,680,0%
202382,B-9025-CXS,32,712,4.49%
202383,B-9052-CXS,0,685,0%
202384,B-9054-CXS,0,161,0%
202385,B-9035-CXS,0,681,0%
202386,B-9066-CXS,0,685,0%
202387,B-9086-CXS,0,686,0%
202388,B-9046-CXS,1,700,0.14%
202389,B-9030-CXS,17,695,2.45%
202390,B-9614-CXR,0,699,0%
202391,B-9026-CXS,0,683,0%
202392,B-9027-CXS,0,639,0%
202393,B-9045-CXS,0,692,0%
202394,B-9013-CXS,0,686,0%
202395,B-9034-CXS,0,691,0%
202397,B-9010-CXS,0,662,0%
202398,B-9017-CXS,11,678,1.62%
202399,B-9053-CXS,0,676,0%
202400,B-9043-CXS,0,682,0%
202401,B-9041-CXS,0,682,0%
202402,B-9008-CXS,0,641,0%
202403,B-9042-CXS,0,668,0%
202404,B-9019-CXS,0,689,0%
202406,B-9016-CXS,0,685,0%
202407,B-9202-CXR,50,697,7.17%
202408,B-9187-CXS,0,686,0%
202409,B-9203-CXS,0,686,0%
202410,B-9239-CXR,0,676,0%
202411,B-9205-CXS,0,692,0%
202412,B-9204-CXS,0,687,0%
202413,B-9421-CXR,0,681,0%
202414,B-9206-CXS,0,680,0%
202415,B-9212-CXS,0,684,0%
202416,B-9230-CXS,0,690,0%
202417,B-9227-CXS,0,664,0%
202418,B-9765-CXR,25,690,3.62%
202419,B-9192-CXS,0,691,0%
202420,B-9256-CXS,140,688,20.35%
202421,B-9261-CXS,0,680,0%
202422,B-9259-CXS,2,620,0.32%
202423,B-9258-CXS,0,685,0%
202424,B-9274-CXS,0,683,0%
202426,B-9310-CXS,0,682,0%
202427,B-9337-CXS,0,680,0%
202429,B-9340-CXS,0,709,0%
202430,B-9296-CXS,2,672,0.3%
202431,B-9285-CXS,0,678,0%
202432,B-9283-CXS,15,689,2.18%
202433,B-9277-CXS,0,676,0%
202434,B-9275-CXS,0,691,0%
202435,B-9281-CXS,0,682,0%
202436,B-9342-CXS,2,689,0.29%
202437,B-9272-CXS,0,678,0%
202438,B-9300-CXS,32,681,4.7%
202439,B-9279-CXS,4,684,0.58%
202440,B-9255-CXS,0,691,0%
202441,B-9306-CXS,0,684,0%
202442,B-9829-CXR,678,678,100%
202443,B-9297-CXS,16,620,2.58%
202444,B-9406-CXS,310,691,44.86%
202445,B-9556-CXR,0,686,0%
202446,B-9304-CXS,15,699,2.15%
202447,B-9294-CXS,20,697,2.87%
202448,B-9361-CXS,2,678,0.29%
202449,B-9404-CXS,151,684,22.08%
202450,B-9401-CXS,48,687,6.99%
202451,B-9403-CXS,88,685,12.85%
202452,B-9399-CXS,81,672,12.05%
202453,B-9364-CXS,0,682,0%
202454,B-9360-CXS,248,698,35.53%
202455,B-9338-CXS,0,692,0%
202456,B-9271-CXS,0,711,0%
202457,B-9273-CXS,0,688,0%
202458,B-9336-CXS,140,699,20.03%
202459,B-9371-CXS,389,682,57.04%
202460,B-9270-CXS,0,681,0%
202461,B-9372-CXS,3,692,0.43%
202462,B-9373-CXS,0,681,0%
202463,B-9368-CXS,0,684,0%
202464,B-9370-CXS,1,686,0.15%
202465,B-9396-CXS,3,684,0.44%
202466,B-9387-CXS,0,694,0%
202467,B-9458-CXS,0,739,0%
202468,B-9199-CXR,0,690,0%
202469,B-9432-CXS,3,689,0.44%
202471,B-9428-CXS,9,677,1.33%
202472,B-9431-CXS,0,0,0%
202473,B-9441-CXS,1,678,0.15%
202474,B-9393-CXS,0,681,0%
202475,B-9447-CXS,0,666,0%
202476,B-9389-CXS,601,689,87.23%
202477,B-9391-CXS,3,301,1%
202478,B-9442-CXS,0,54,0%
202479,B-9456-CXS,51,691,7.38%
202481,B-9429-CXS,3,682,0.44%
202482,B-9427-CXS,679,679,100%
202483,B-9434-CXS,0,686,0%
202484,B-9425-CXS,0,676,0%
202486,B-9436-CXS,3,703,0.43%
202487,B-9423-CXS,10,695,1.44%
202488,B-9430-CXS,1,691,0.14%
202489,B-9667-CXR,0,681,0%
202490,B-9448-CXR,240,686,34.99%
202491,B-9453-CXS,0,689,0%
202492,B-9450-CXS,5,689,0.73%
202493,B-9437-CXS,367,695,52.81%
202494,B-9444-CXS,0,682,0%
202495,B-9452-CXS,31,712,4.35%
202496,B-9308-CXS,0,681,0%
202497,B-9451-CXS,0,683,0%
202498,B-9295-CXS,0,685,0%
202499,B-9455-CXS,0,679,0%
202501,B-9302-CXS,0,684,0%
202503,B-9454-CXS,61,689,8.85%
202504,B-9139-CXR,3,693,0.43%
202505,B-9517-CXS,40,694,5.76%
202506,B-9518-CXS,3,687,0.44%
202507,B-9608-CXS,0,685,0%
202508,B-9597-CXS,0,675,0%
202509,B-9553-CXS,1,681,0.15%
202510,B-9540-CXS,2,693,0.29%
202511,B-9554-CXS,0,683,0%
202512,B-9588-CXS,6,685,0.88%
202513,B-9551-CXS,2,685,0.29%
202514,B-9550-CXS,0,680,0%
202515,B-9607-CXS,7,677,1.03%
202516,B-9612-CXS,2,696,0.29%
202517,B-9541-CXS,51,691,7.38%
202518,B-9603-CXS,0,685,0%
202519,B-9601-CXS,11,688,1.6%
202520,B-9535-CXS,0,681,0%
202521,B-9530-CXS,27,683,3.95%
202522,B-9589-CXS,4,682,0.59%
202523,B-9532-CXS,7,684,1.02%
202524,B-9552-CXS,71,688,10.32%
202525,B-9563-CXS,2,683,0.29%
202526,B-9558-CXS,11,683,1.61%
202527,B-9557-CXS,7,689,1.02%
202528,B-9610-CXS,143,689,20.75%
202529,B-9634-CXS,0,678,0%
202530,B-9633-CXS,0,697,0%
202531,B-9614-CXS,23,697,3.3%
202532,B-9594-CXS,13,696,1.87%
202533,B-9433-CXS,47,687,6.84%
202534,B-9622-CXS,0,697,0%
202535,B-9632-CXS,0,698,0%
202536,B-9613-CXS,44,692,6.36%
202537,B-9598-CXS,11,684,1.61%
202538,B-9617-CXS,0,724,0%
202539,B-9624-CXS,14,693,2.02%
202540,B-9615-CXS,11,692,1.59%
202541,B-9600-CXS,2,685,0.29%
202542,B-9591-CXS,3,693,0.43%
202543,B-9605-CXS,276,682,40.47%
202544,B-9543-CXS,0,0,0%
202545,B-9545-CXS,0,691,0%
202546,B-9606-CXS,3,695,0.43%
202547,B-9609-CXS,0,679,0%
202548,B-9596-CXS,15,726,2.07%
202549,B-9604-CXS,0,704,0%
202550,B-9602-CXS,4,685,0.58%
202551,B-9648-CXS,0,687,0%
202552,B-9649-CXS,8,709,1.13%
202553,B-9719-CXS,1,670,0.15%
202554,B-9722-CXS,4,684,0.58%
202555,B-9720-CXS,28,691,4.05%
202556,B-9716-CXS,1,681,0.15%
202557,B-9723-CXS,0,686,0%
202558,B-9724-CXS,67,683,9.81%
202559,B-9718-CXS,34,679,5.01%
202560,B-9715-CXS,0,678,0%
202561,B-9712-CXS,0,688,0%
202562,B-9710-CXS,0,697,0%
202563,B-9721-CXS,1,681,0.15%
202564,B-9725-CXS,0,686,0%
202565,B-9711-CXS,32,690,4.64%
202566,B-9709-CXS,0,686,0%
202567,B-9713-CXS,155,679,22.83%
202568,B-9731-CXS,17,703,2.42%
202569,B-9726-CXS,0,680,0%
202570,B-9729-CXS,119,691,17.22%
202571,B-9727-CXS,0,685,0%
202572,B-9728-CXS,99,688,14.39%
202573,B-9560-CXR,14,686,2.04%
202574,B-9584-CXR,22,695,3.17%
202575,B-9373-CXR,1,686,0.15%
202576,B-9178-CXR,2,693,0.29%
202577,B-9462-CXR,0,694,0%
202578,B-9460-CXS,0,685,0%
202579,B-9756-CXS,4,710,0.56%
202580,B-9730-CXS,102,699,14.59%
202581,B-9588-CXR,0,0,0%
202582,B-9747-CXS,49,684,7.16%
202583,B-9754-CXS,33,684,4.82%
202584,B-9533-CXS,0,681,0%
202585,B-9143-CXR,1,685,0.15%
202586,B-9745-CXS,1,687,0.15%
202587,B-9743-CXS,3,687,0.44%
202588,B-9149-CXR,76,686,11.08%
202590,B-9200-CXR,6,699,0.86%
202591,B-9647-CXR,0,686,0%
202592,B-9227-CXR,0,702,0%
202593,B-9201-CXR,22,678,3.24%
202594,B-9299-CXS,6,680,0.88%
202595,B-9764-CXR,0,680,0%
202596,B-9698-CXR,0,708,0%
202597,B-9592-CXR,1,783,0.13%
202598,B-9644-CXR,0,696,0%
202600,B-9099-CX,0,683,0%
202601,B-9775-CXR,1,679,0.15%
