"Device ID","Device code",Count,"Total Data","Persentase longlat (0)"
202558,B-9724-CXS,9,1339,0.67%
202559,B-9718-CXS,95,1335,7.12%
202560,B-9715-CXS,28,1347,2.08%
202561,B-9712-CXS,0,1348,0%
202562,B-9710-CXS,0,1346,0%
202563,B-9721-CXS,5,1348,0.37%
202564,B-9725-CXS,0,1341,0%
202565,B-9711-CXS,1,1361,0.07%
202566,B-9709-CXS,0,1337,0%
202567,B-9713-CXS,0,1336,0%
202568,B-9731-CXS,52,1387,3.75%
202569,B-9726-CXS,1,1352,0.07%
202570,B-9729-CXS,2,1342,0.15%
202571,B-9727-CXS,18,1344,1.34%
202572,B-9728-CXS,0,1333,0%
202573,B-9560-CXR,103,1346,7.65%
202574,B-9584-CXR,29,1364,2.13%
202575,B-9373-CXR,20,1365,1.47%
202576,B-9178-CXR,1,1363,0.07%
202577,B-9462-CXR,0,1351,0%
202578,B-9460-CXS,1,1335,0.07%
202579,B-9756-CXS,5,1353,0.37%
202580,B-9730-CXS,144,1362,10.57%
202581,B-9588-CXR,0,0,0%
202582,B-9747-CXS,106,1356,7.82%
202583,B-9754-CXS,171,1355,12.62%
202584,B-9533-CXS,0,1352,0%
202585,B-9143-CXR,0,1345,0%
202586,B-9745-CXS,48,1351,3.55%
202587,B-9743-CXS,0,1334,0%
202588,B-9149-CXR,27,1352,2%
202590,B-9200-CXR,0,1366,0%
202591,B-9647-CXR,12,1348,0.89%
202592,B-9227-CXR,51,1334,3.82%
202593,B-9201-CXR,22,1333,1.65%
202594,B-9299-CXS,1,1351,0.07%
202595,B-9764-CXR,13,1360,0.96%
202596,B-9698-CXR,8,1370,0.58%
202597,B-9592-CXR,75,1626,4.61%
202598,B-9644-CXR,39,1378,2.83%
202600,B-9099-CX,25,1356,1.84%
202601,B-9775-CXR,0,1332,0%
202602,B-9597-CXR,2,1362,0.15%
202603,B-9187-CXR,0,1344,0%
202604,B-9595-CXR,0,1336,0%
202605,B-9581-CXR,0,1353,0%
202606,B-9449-CXR,0,1350,0%
202607,B-9342-CXR,0,0,0%
202608,B-9590-CXR,0,1342,0%
202609,B-9594-CXR,1,1348,0.07%
202610,B-9198-CXR,1,1363,0.07%
202611,B-9929-CXS,0,1342,0%
202612,B-9944-CXS,349,1353,25.79%
202613,B-9946-CXS,0,1337,0%
202614,B-9942-CXS,0,1350,0%
202901,B-9348-CXR,0,1340,0%
202902,B-9561-CXS,1,1394,0.07%
202903,"No mesin 5038044",0,1335,0%
202904,B-9531-CXS,0,1332,0%
202905,B-9600-CXR,0,1339,0%
202906,B-9615-CXR,0,1354,0%
202907,B-9556-CXS,0,1343,0%
202908,B-9587-CXR,0,1377,0%
"Device ID","Device code",Count,"Total Data","Persentase longlat (0)"
201003,W-8292-U,0,581,0%
201011,W-8058-UN,0,0,0%
201016,L-9451-UB,0,528,0%
201022,L-9452-UB,0,534,0%
201025,B-9291-CXR,0,526,0%
201031,W-8365-U,0,522,0%
201034,L-9386-UD,0,532,0%
201035,W-8042-UN,0,551,0%
201036,L-9302-UF,0,524,0%
201037,B-9295-CXR,0,0,0%
201038,L-9388-UD,0,560,0%
201044,W-9499-U,0,545,0%
201046,W-9501-U,0,519,0%
201048,W-8439-UQ,0,521,0%
201058,L-9056-UB,0,522,0%
201059,B-9381-CU,0,522,0%
201063,W-8879-U,0,0,0%
201064,L-9760-UD,0,522,0%
201067,L-9872-UA,0,0,0%
201071,W-9265-U,0,528,0%
201072,W-9329-U,0,522,0%
201074,W-8446-UN,0,546,0%
201075,W-9705-U,0,525,0%
201077,W-9215-UP,1,535,0.19%
201078,W-9212-UP,0,526,0%
201079,W-9704-U,0,539,0%
201080,W-8443-UN,0,521,0%
201081,W-9213-UP,0,533,0%
201082,W-9210-UP,0,0,0%
201083,W-9214-UP,0,530,0%
201084,W-9970-UP,0,521,0%
201085,W-9974-UP,0,522,0%
201086,W-9971-UP,0,521,0%
201087,W-9601-UP,0,522,0%
201088,W-8440-UQ,0,522,0%
201089,W-9604-UP,0,539,0%
201090,W-9599-UP,0,105,0%
201092,W-9602-UP,0,540,0%
201093,W-8359-UQ,538,538,100%
201094,W-8628-UQ,0,520,0%
201095,W-8437-UQ,0,541,0%
201096,W-8360-UQ,0,526,0%
201097,W-8489-UQ,0,537,0%
201100,W-9069-UQ,0,530,0%
201102,W-8486-UQ,0,0,0%
201103,W-8067-UN,0,539,0%
201104,W-8939-UQ,0,525,0%
201105,W-8362-UQ,0,513,0%
201109,W-9074-UQ,0,529,0%
201110,W-9077-UQ,0,523,0%
201111,W-9071-UQ,1,541,0.18%
201112,W-9122-UQ,0,534,0%
201113,W-9068-UQ,0,542,0%
201114,W-9070-UQ,0,522,0%
201115,W-9075-UQ,0,539,0%
201116,W-9073-UQ,0,531,0%
201118,W-9581-US,0,0,0%
201121,B-9480-CXR,0,0,0%
201124,B-9469-CXR,0,533,0%
201125,B-9308-CXR,0,0,0%
201126,B-9309-CXR,0,534,0%
201127,B-9305-CXR,0,0,0%
201128,B-9224-CXR,0,528,0%
201129,B-9225-CXR,0,522,0%
201130,B-9306-CXR,0,535,0%
201131,W-9230-UQ,0,538,0%
201132,W-9124-UQ,30,531,5.65%
201136,W-9226-UQ,0,520,0%
201137,W-9232-UQ,175,578,30.28%
201138,W-9422-UQ,0,0,0%
201139,W-9426-UQ,0,541,0%
201140,W-9067-UQ,0,544,0%
201143,B-9468-CXR,0,530,0%
201144,W-9223-UQ,0,529,0%
201145,W-9421-UQ,0,520,0%
201149,B-9467-CXR,0,533,0%
201152,B-9409-CXR,0,535,0%
201153,B-9022-CEU,0,104,0%
201154,B-9481-CXR,0,521,0%
201155,W-9255-UQ,0,0,0%
201156,W-9424-UQ,0,526,0%
201157,B-9478-CXR,0,0,0%
201159,W-9425-UQ,0,524,0%
201160,W-9527-US,1,539,0.19%
201161,W-9525-US,43,533,8.07%
201162,W-9524-US,0,524,0%
201164,B-9408-CXR,0,0,0%
201165,B-9530-CXR,0,534,0%
201166,B-9532-CXR,0,546,0%
201167,B-9528-CXR,0,511,0%
201168,B-9529-CXR,0,527,0%
201169,W-9526-US,0,525,0%
201171,B-9527-CXR,0,521,0%
201172,B-9531-CXR,0,526,0%
201174,W-8574-UT,0,519,0%
201175,W-9578-US,0,0,0%
201176,W-8571-UT,0,0,0%
201177,W-9577-US,1,424,0.24%
201178,B-9040-CEU,0,522,0%
201179,B-9041-CEU,0,522,0%
201180,B-9042-CEU,0,520,0%
201181,B-9037-CEU,18,556,3.24%
201182,B-9031-CEU,0,524,0%
201183,B-9609-CXR,0,0,0%
201184,"B-9032-CEU ",0,535,0%
201185,B-9051-CEU,0,539,0%
201186,W-9836-US,0,0,0%
201188,B-9655-CXR,0,543,0%
201190,W-9838-US,0,525,0%
201191,B-9658-CXR,0,523,0%
201192,B-9036-CEU,0,348,0%
201193,B-9039-CEU,0,0,0%
201194,B-9659-CXR,0,525,0%
201195,W-9875-US,0,524,0%
201196,W-9876-US,0,523,0%
201197,B-9038-CEU,0,519,0%
201198,B-9661-CXR,0,545,0%
201199,B-9656-CXR,0,521,0%
201200,L-8105-UE,0,524,0%
201201,W-9834-US,0,0,0%
201202,B-9660-CXR,14,522,2.68%
201204,B-9677-CXR,0,524,0%
201205,B-9298-CXR,0,551,0%
201206,B-9675-CXR,0,523,0%
201207,B-9676-CXR,0,530,0%
201208,W-8945-UQ,0,0,0%
201209,L-9811-UA,0,540,0%
201210,W-8573-UT,0,0,0%
201212,W-9942-US,0,521,0%
201214,W-9984-US,22,542,4.06%
201215,W-9877-US,0,529,0%
201216,W-9579-US,0,0,0%
201218,L-9303-UF,0,529,0%
201219,B-9522-CXR,0,581,0%
201220,W-8940-UQ,0,180,0%
201221,B-9304-CXR,0,0,0%
201222,W-8057-UN,0,116,0%
201223,W-8681-U,0,544,0%
201224,L-9401-UB,0,533,0%
201225,B-9380-CU,0,523,0%
201226,L-9897-UA,0,568,0%
201228,W-9236-UQ,0,0,0%
201229,B-9077-CEU,0,528,0%
201230,L-9055-UB,0,570,0%
201231,W-8070-UN,1,529,0.19%
201232,B-9074-CEU,0,0,0%
201233,W-9580-US,0,0,0%
201234,B-9150-CEU,0,537,0%
201235,B-9378-CU,0,520,0%
201236,B-9072-CEU,0,523,0%
201237,B-9075-CEU,0,520,0%
201238,W-8066-UN,0,573,0%
201239,W-8823-UT,0,336,0%
201240,W-8572-UT,0,0,0%
201241,B-9318-CXR,0,0,0%
201242,W-9038-U,0,523,0%
201243,W-8754-UT,0,524,0%
201244,B-9307-CXR,0,533,0%
201245,B-9073-CEU,0,536,0%
201246,W-8575-UT,0,521,0%
201247,B-9070-CEH,0,520,0%
201248,B-9071-CEH,0,519,0%
201249,W-8756-UT,0,0,0%
201251,B-9068-CEH,0,0,0%
201252,B-9072-CEH,0,0,0%
201253,W-8753-UT,0,524,0%
201254,L-9053-UB,0,519,0%
201256,B-9796-CXS,0,0,0%
201258,W-8438-UQ,0,528,0%
201260,L-9467-UB,0,523,0%
201261,L-9761-UD,0,121,0%
201263,L-9299-UF,0,530,0%
201264,W-9039-U,1,24,4.17%
201265,B-9137-CEU,0,520,0%
201266,B-9139-CEU,1,531,0.19%
201267,B-9795-CXS,3,552,0.54%
201268,W-8358-UQ,0,0,0%
201269,W-9211-UP,0,528,0%
201270,W-9498-U,0,521,0%
201271,B-9446-CXR,0,0,0%
201272,W-9983-US,0,554,0%
202001,B-9403-CXR,0,522,0%
202002,B-9404-CXR,0,555,0%
202003,B-9205-CXR,0,522,0%
202004,B-9204-CXR,0,517,0%
202005,B-9950-CXS,0,548,0%
202006,B-9209-CXR,0,526,0%
202007,B-9206-CXR,0,523,0%
202009,W-9235-UQ,0,528,0%
202010,B-9230-CXR,0,532,0%
202011,B-9238-CXR,0,520,0%
202012,W-9231-UQ,0,521,0%
202013,W-9228-UQ,0,520,0%
202014,W-9224-UQ,0,0,0%
202015,B-9254-CXR,0,543,0%
202016,B-9236-CXR,1,527,0.19%
202017,B-9237-CXR,0,531,0%
202018,B-9242-CXR,0,524,0%
202019,B-9240-CXR,0,522,0%
202020,B-9622-CXR,0,542,0%
202021,B-9322-CXR,0,539,0%
202022,B-9328-CXR,0,207,0%
202023,B-9452-CXR,0,516,0%
202024,B-9399-CXR,0,535,0%
202025,B-9326-CXR,0,107,0%
202026,B-9324-CXR,0,542,0%
202027,B-9181-CXR,0,533,0%
202028,B-9009-CXS,0,527,0%
202029,B-9208-CXR,0,533,0%
202030,B-9937-CXS,0,530,0%
202032,B-9327-CXR,0,523,0%
202033,W-9076-UQ,28,535,5.23%
202035,B-9401-CXR,0,372,0%
202036,B-9418-CXR,0,531,0%
202037,B-9244-CXR,0,542,0%
202038,B-9376-CXR,0,559,0%
202039,B-9402-CXR,0,543,0%
202040,B-9329-CXR,0,533,0%
202041,B-9396-CXR,1,531,0.19%
202042,B-9397-CXR,0,546,0%
202043,B-9398-CXR,0,552,0%
202044,B-9267-CXR,0,528,0%
202045,B-9400-CXR,0,523,0%
202046,B-9241-CXR,0,523,0%
202047,B-9487-CXR,83,539,15.4%
202048,B-9512-CXR,0,534,0%
202049,B-9203-CXR,0,530,0%
202050,B-9215-CXR,0,543,0%
202051,B-9271-CXR,0,533,0%
202052,B-9598-CXR,0,531,0%
202053,B-9510-CXR,0,539,0%
202054,B-9505-CXR,0,529,0%
202055,B-9213-CXR,0,520,0%
202056,B-9021-CXS,0,521,0%
202057,B-9430-CXR,0,522,0%
202059,B-9807-CXR,0,538,0%
202060,B-9323-CXR,0,543,0%
202061,B-9173-CXR,0,528,0%
202062,B-9269-CXR,0,522,0%
202063,B-9394-CXR,0,535,0%
202064,B-9260-CXR,0,520,0%
202065,B-9325-CXR,0,545,0%
202066,B-9211-CXS,1,535,0.19%
202067,B-9233-CXR,18,524,3.44%
202068,B-9509-CXR,0,523,0%
202069,B-9935-CXS,0,520,0%
202070,B-9211-CXR,0,534,0%
202071,B-9474-CXR,0,520,0%
202072,B-9476-CXR,1,525,0.19%
202073,B-9186-CXS,0,526,0%
202074,B-9336-CXR,0,529,0%
202077,B-9261-CXR,0,257,0%
202078,B-9419-CXR,0,520,0%
202079,B-9249-CXR,0,538,0%
202080,B-9415-CXR,0,536,0%
202083,B-9266-CXR,0,448,0%
202084,B-9247-CXR,0,519,0%
202085,B-9472-CXR,0,524,0%
202086,B-9475-CXR,0,536,0%
202087,B-9395-CXR,0,521,0%
202088,B-9289-CXR,0,520,0%
202090,B-9268-CXR,0,524,0%
202091,B-9473-CXR,0,534,0%
202092,B-9460-CXR,0,532,0%
202093,B-9461-CXR,0,519,0%
202094,B-9483-CXR,0,520,0%
202095,B-9459-CXR,0,523,0%
202096,B-9503-CXR,0,550,0%
202097,B-9502-CXR,0,533,0%
202098,B-9511-CXR,0,547,0%
202099,B-9484-CXR,0,543,0%
202100,B-9301-CXR,0,525,0%
202101,B-9508-CXR,0,527,0%
202102,B-9558-CXR,0,525,0%
202103,B-9933-CXS,0,532,0%
202104,B-9559-CXR,0,533,0%
202105,B-9504-CXR,0,523,0%
202106,B-9507-CXR,0,538,0%
202108,B-9506-CXR,125,542,23.06%
202109,B-9596-CXR,72,521,13.82%
202110,B-9582-CXR,0,533,0%
202112,B-9948-CXS,0,526,0%
202113,B-9586-CXR,0,533,0%
202115,B-9513-CXR,30,527,5.69%
202120,B-9176-CXR,0,532,0%
202121,B-9185-CXR,0,544,0%
202123,B-9645-CXR,0,521,0%
202124,B-9631-CXR,0,523,0%
202125,B-9630-CXR,0,557,0%
202126,B-9641-CXR,0,519,0%
202127,B-9639-CXR,24,532,4.51%
202128,B-9640-CXR,0,526,0%
202129,B-9629-CXR,5,524,0.95%
202130,B-9632-CXR,47,529,8.88%
202131,B-9636-CXR,7,524,1.34%
202132,B-9635-CXR,16,536,2.99%
202133,B-9608-CXR,27,533,5.07%
202134,B-9638-CXR,0,0,0%
202136,B-9646-CXR,0,536,0%
202137,B-9671-CXR,0,547,0%
202138,B-9670-CXR,17,531,3.2%
202139,B-9633-CXR,0,533,0%
202140,B-9621-CXR,0,541,0%
202141,B-9728-CXR,50,533,9.38%
202142,B-9726-CXR,124,522,23.75%
202143,B-9696-CXR,0,125,0%
202144,B-9642-CXR,0,520,0%
202145,B-9712-CXR,0,523,0%
202146,B-9692-CXR,45,545,8.26%
202147,B-9721-CXR,0,535,0%
202149,B-9727-CXR,0,524,0%
202150,B-9731-CXR,0,522,0%
202151,B-9730-CXR,55,529,10.4%
202152,B-9700-CXR,64,521,12.28%
202155,B-9738-CXR,0,530,0%
202156,B-9012-CXS,0,529,0%
202157,B-9757-CXR,1,535,0.19%
202160,B-9739-CXR,33,531,6.21%
202161,B-9699-CXR,60,553,10.85%
202165,B-9180-CXR,0,550,0%
202166,B-9715-CXR,0,521,0%
202168,B-9613-CXR,0,526,0%
202169,B-9634-CXR,0,539,0%
202170,B-9694-CXR,10,528,1.89%
202172,B-9719-CXR,65,519,12.52%
202173,B-9718-CXR,81,535,15.14%
202174,B-9589-CXR,0,526,0%
202175,B-9697-CXR,45,527,8.54%
202178,B-9228-CXR,57,542,10.52%
202179,B-9693-CXR,0,527,0%
202180,B-9716-CXR,0,537,0%
202181,B-9603-CXR,0,392,0%
202182,B-9673-CXR,86,522,16.48%
202183,B-9172-CXR,34,530,6.42%
202184,B-9717-CXR,0,534,0%
202185,B-9749-CXR,1,539,0.19%
202187,B-9637-CXR,0,524,0%
202188,B-9762-CXR,46,542,8.49%
202189,B-9720-CXR,51,525,9.71%
202190,B-9778-CXR,0,523,0%
202193,B-9586-CXS,2,471,0.42%
202195,B-9330-CXR,0,86,0%
202196,B-9643-CXR,0,531,0%
202197,B-9713-CXR,7,526,1.33%
202198,B-9779-CXR,21,536,3.92%
202199,B-9773-CXR,0,521,0%
202200,B-9598-UCE,0,523,0%
202201,B-9695-CXR,0,532,0%
202203,B-9668-CXR,0,528,0%
202204,B-9766-CXR,89,536,16.6%
202205,B-9805-CXR,1,802,0.12%
202206,B-9165-UCH,0,535,0%
202207,B-9455-CXR,0,542,0%
202208,B-9761-CXR,0,533,0%
202209,B-9616-CXR,34,534,6.37%
202210,B-9802-CXR,0,532,0%
202211,B-9830-CXR,0,0,0%
202212,B-9828-CXR,0,0,0%
202213,B-9177-CXR,0,526,0%
202214,B-9808-CXR,0,595,0%
202215,B-9456-CXR,0,535,0%
202217,B-9663-CXR,0,0,0%
202218,B-9664-CXR,0,537,0%
202220,B-9803-CXR,0,0,0%
202221,B-9417-CXR,86,532,16.17%
202222,B-9804-CXR,0,527,0%
202223,B-9752-CXR,0,523,0%
202224,B-9750-CXR,34,530,6.42%
202225,B-9672-CXR,0,532,0%
202226,B-9801-CXR,146,522,27.97%
202227,B-9809-CXR,0,0,0%
202228,B-9350-CXR,0,528,0%
202229,B-9806-CXR,16,525,3.05%
202231,B-9873-CXR,1,531,0.19%
202233,B-9741-CXR,0,551,0%
202234,B-9722-CXR,0,530,0%
202235,B-9729-CXR,44,527,8.35%
202236,B-9747-CXR,0,530,0%
202237,B-9372-CXR,0,533,0%
202238,B-9884-CXR,1,534,0.19%
202239,B-9767-CXR,0,521,0%
202240,B-9877-CXR,0,524,0%
202241,B-9843-CXR,0,546,0%
202242,B-9628-CXR,7,533,1.31%
202243,B-9879-CXR,10,524,1.91%
202244,B-9742-CXR,0,526,0%
202245,B-9886-CXR,21,520,4.04%
202246,B-9846-CXR,30,526,5.7%
202247,B-9869-CXR,0,526,0%
202248,B-9850-CXR,0,535,0%
202249,B-9871-CXR,99,537,18.44%
202250,B-9874-CXR,0,530,0%
202251,B-9745-CXR,0,531,0%
202252,W-8191-UT,0,540,0%
202253,W-8194-UT,0,521,0%
202254,W-8193-UT,24,529,4.54%
202255,W-8192-UT,0,533,0%
202256,W-8195-UT,15,531,2.82%
202257,B-9894-CXR,121,527,22.96%
202258,B-9866-CXR,0,524,0%
202260,B-9907-CXR,0,557,0%
202262,B-9214-CXR,4,551,0.73%
202264,B-9844-CXR,1,516,0.19%
202265,B-9875-CXR,0,524,0%
202266,B-9298-CXS,0,524,0%
202267,B-9763-CXR,0,0,0%
202268,B-9725-CXR,0,523,0%
202270,B-9845-CXR,0,523,0%
202272,B-9575-CXR,0,521,0%
202273,B-9601-CXR,41,531,7.72%
202274,B-9862-CXR,4,319,1.25%
202275,B-9901-CXR,1,523,0.19%
202276,B-9865-CXR,2,538,0.37%
202277,B-9876-CXR,0,528,0%
202278,B-9760-CXR,1,541,0.18%
202279,B-9854-CXR,0,543,0%
202280,B-9623-CXR,19,549,3.46%
202281,B-9574-CXR,33,533,6.19%
202282,B-9701-CXR,0,531,0%
202283,B-9847-CXR,0,529,0%
202285,B-9849-CXR,0,536,0%
202286,B-9896-CXR,0,536,0%
202287,B-9899-CXR,0,522,0%
202289,B-9853-CXR,0,526,0%
202290,W-8272-UT,2,551,0.36%
202291,B-9429-CXR,0,521,0%
202292,W-8273-UT,0,530,0%
202293,W-8268-UT,0,0,0%
202294,W-8269-UT,0,539,0%
202295,B-9863-CXR,0,532,0%
202297,B-9936-CXR,0,528,0%
202298,B-9861-CXR,0,530,0%
202299,B-9933-CXR,1,526,0.19%
202301,B-9872-CXR,21,540,3.89%
202302,B-9937-CXR,0,531,0%
202303,B-9407-CXR,0,535,0%
202304,B-9941-CXR,0,531,0%
202307,B-9878-CXR,0,527,0%
202309,B-9413-CXR,121,535,22.62%
202310,B-9883-CXR,0,525,0%
202311,B-9665-CXR,1,524,0.19%
202312,B-9583-CXR,0,521,0%
202313,B-9880-CXR,0,533,0%
202315,B-9881-CXR,0,526,0%
202316,B-9932-CXR,0,524,0%
202317,B-9885-CXR,0,525,0%
202318,B-9410-CXR,1,524,0.19%
202319,B-9906-CXR,0,0,0%
202320,B-9887-CXR,0,522,0%
202321,B-9882-CXR,0,520,0%
202322,B-9934-CXR,35,533,6.57%
202323,B-9904-CXR,0,520,0%
202324,B-9953-CXR,0,523,0%
202325,B-9892-CXR,0,522,0%
202326,B-9949-CXR,4,522,0.77%
202327,B-9952-CXR,0,329,0%
202328,B-9913-CXR,0,519,0%
202329,B-9889-CXR,0,529,0%
202330,W-8270-UT,0,543,0%
202331,B-9910-CXR,0,542,0%
202332,B-9406-CXR,0,523,0%
202333,B-9903-CXR,0,533,0%
202334,B-9897-CXR,0,530,0%
202335,B-9900-CXR,35,535,6.54%
202336,B-9870-CXR,0,521,0%
202337,B-9950-CXR,0,522,0%
202338,B-9959-CXR,0,531,0%
202339,B-9951-CXR,2,551,0.36%
202340,B-9905-CXR,0,524,0%
202341,B-9914-CXR,0,531,0%
202342,B-9748-CXR,0,528,0%
202343,B-9893-CXR,0,122,0%
202345,B-9895-CXR,0,529,0%
202346,B-9212-CXR,1,545,0.18%
202347,B-9349-CXR,0,546,0%
202348,B-9662-CXR,0,0,0%
202349,B-9958-CXR,1,532,0.19%
202350,B-9593-CXR,0,535,0%
202351,B-9058-CXS,8,538,1.49%
202352,B-9049-CXS,4,539,0.74%
202353,B-9047-CXS,0,532,0%
202354,B-9057-CXS,0,536,0%
202355,B-9024-CXS,1,535,0.19%
202356,B-9059-CXS,0,530,0%
202357,B-9056-CXS,10,562,1.78%
202358,B-9048-CXS,0,522,0%
202359,B-9060-CXS,0,546,0%
202360,B-9022-CXS,3,534,0.56%
202361,B-9055-CXS,0,547,0%
202362,B-9051-CXS,0,118,0%
202363,B-9050-CXS,0,539,0%
202364,B-9028-CXS,0,520,0%
202365,B-9032-CXS,0,528,0%
202366,B-9033-CXS,31,524,5.92%
202367,B-9029-CXS,0,533,0%
202368,B-9031-CXS,0,521,0%
202369,B-9451-CXR,0,522,0%
202370,B-9188-CXS,61,542,11.25%
202371,B-9014-CXS,1,541,0.18%
202372,B-9023-CXS,22,555,3.96%
202373,B-9040-CXS,0,523,0%
202374,B-9036-CXS,0,521,0%
202375,B-9018-CXS,0,536,0%
202376,B-9015-CXS,0,530,0%
202377,B-9011-CXS,10,561,1.78%
202378,B-9020-CXS,41,544,7.54%
202379,B-9063-CXS,0,520,0%
202380,B-9062-CXS,0,521,0%
202381,B-9064-CXS,0,535,0%
202382,B-9025-CXS,0,531,0%
202383,B-9052-CXS,0,523,0%
202384,B-9054-CXS,0,116,0%
202385,B-9035-CXS,0,520,0%
202386,B-9066-CXS,0,524,0%
202387,B-9086-CXS,1,539,0.19%
202388,B-9046-CXS,0,542,0%
202389,B-9030-CXS,17,542,3.14%
202390,B-9614-CXR,0,524,0%
202391,B-9026-CXS,0,550,0%
202392,B-9027-CXS,0,521,0%
202393,B-9045-CXS,0,530,0%
202394,B-9013-CXS,10,568,1.76%
202395,B-9034-CXS,10,537,1.86%
202397,B-9010-CXS,2,536,0.37%
202398,B-9017-CXS,0,528,0%
202399,B-9053-CXS,0,525,0%
202400,B-9043-CXS,0,524,0%
202401,B-9041-CXS,9,532,1.69%
202402,B-9008-CXS,0,547,0%
202403,B-9042-CXS,2,532,0.38%
202404,B-9019-CXS,0,531,0%
202406,B-9016-CXS,0,522,0%
202407,B-9202-CXR,2,534,0.37%
202408,B-9187-CXS,0,523,0%
202409,B-9203-CXS,0,523,0%
202410,B-9239-CXR,0,536,0%
202411,B-9205-CXS,1,527,0.19%
202412,B-9204-CXS,1,538,0.19%
202413,B-9421-CXR,0,526,0%
202414,B-9206-CXS,0,523,0%
202415,B-9212-CXS,0,553,0%
202416,B-9230-CXS,0,524,0%
202417,B-9227-CXS,0,541,0%
202418,B-9765-CXR,0,537,0%
202419,B-9192-CXS,0,544,0%
202420,B-9256-CXS,0,529,0%
202421,B-9261-CXS,0,523,0%
202422,B-9259-CXS,10,535,1.87%
202423,B-9258-CXS,1,529,0.19%
202424,B-9274-CXS,0,521,0%
202426,B-9310-CXS,4,542,0.74%
202427,B-9337-CXS,0,522,0%
202429,B-9340-CXS,0,538,0%
202430,B-9296-CXS,2,534,0.37%
202431,B-9285-CXS,0,523,0%
202432,B-9283-CXS,66,523,12.62%
202433,B-9277-CXS,9,472,1.91%
202434,B-9275-CXS,0,522,0%
202435,B-9281-CXS,0,525,0%
202436,B-9342-CXS,0,522,0%
202437,B-9272-CXS,16,524,3.05%
202438,B-9300-CXS,72,520,13.85%
202439,B-9279-CXS,28,530,5.28%
202440,B-9255-CXS,1,530,0.19%
202441,B-9306-CXS,1,534,0.19%
202442,B-9829-CXR,284,531,53.48%
202443,B-9297-CXS,0,526,0%
202444,B-9406-CXS,19,535,3.55%
202445,B-9556-CXR,0,531,0%
202446,B-9304-CXS,0,537,0%
202447,B-9294-CXS,27,529,5.1%
202448,B-9361-CXS,1,532,0.19%
202449,B-9404-CXS,1,529,0.19%
202450,B-9401-CXS,25,532,4.7%
202451,B-9403-CXS,125,542,23.06%
202452,B-9399-CXS,23,537,4.28%
202453,B-9364-CXS,2,523,0.38%
202454,B-9360-CXS,2,530,0.38%
202455,B-9338-CXS,12,550,2.18%
202456,B-9271-CXS,0,540,0%
202457,B-9273-CXS,0,538,0%
202458,B-9336-CXS,48,536,8.96%
202459,B-9371-CXS,0,525,0%
202460,B-9270-CXS,0,524,0%
202461,B-9372-CXS,2,528,0.38%
202462,B-9373-CXS,0,530,0%
202463,B-9368-CXS,0,521,0%
202464,B-9370-CXS,5,532,0.94%
202465,B-9396-CXS,1,530,0.19%
202466,B-9387-CXS,4,532,0.75%
202467,B-9458-CXS,77,534,14.42%
202468,B-9199-CXR,3,545,0.55%
202469,B-9432-CXS,0,522,0%
202471,B-9428-CXS,106,522,20.31%
202472,B-9431-CXS,0,0,0%
202473,B-9441-CXS,2,525,0.38%
202474,B-9393-CXS,0,529,0%
202475,B-9447-CXS,0,546,0%
202476,B-9389-CXS,140,530,26.42%
202477,B-9391-CXS,0,531,0%
202478,B-9442-CXS,0,301,0%
202479,B-9456-CXS,6,527,1.14%
202481,B-9429-CXS,1,520,0.19%
202482,B-9427-CXS,518,518,100%
202483,B-9434-CXS,4,523,0.76%
202484,B-9425-CXS,0,520,0%
202486,B-9436-CXS,3,535,0.56%
202487,B-9423-CXS,1,535,0.19%
202488,B-9430-CXS,0,534,0%
202489,B-9667-CXR,2,531,0.38%
202490,B-9448-CXR,49,532,9.21%
202491,B-9453-CXS,2,525,0.38%
202492,B-9450-CXS,0,537,0%
202493,B-9437-CXS,110,538,20.45%
202494,B-9444-CXS,0,531,0%
202495,B-9452-CXS,0,528,0%
202496,B-9308-CXS,1,521,0.19%
202497,B-9451-CXS,2,528,0.38%
202498,B-9295-CXS,0,535,0%
202499,B-9455-CXS,0,533,0%
202501,B-9302-CXS,2,528,0.38%
202503,B-9454-CXS,118,526,22.43%
202504,B-9139-CXR,1,520,0.19%
202505,B-9517-CXS,103,529,19.47%
202506,B-9518-CXS,0,523,0%
202507,B-9608-CXS,1,526,0.19%
202508,B-9597-CXS,3,521,0.58%
202509,B-9553-CXS,0,520,0%
202510,B-9540-CXS,2,541,0.37%
202511,B-9554-CXS,3,530,0.57%
202512,B-9588-CXS,2,487,0.41%
202513,B-9551-CXS,1,530,0.19%
202514,B-9550-CXS,0,547,0%
202515,B-9607-CXS,2,524,0.38%
202516,B-9612-CXS,0,526,0%
202517,B-9541-CXS,26,525,4.95%
202518,B-9603-CXS,1,519,0.19%
202519,B-9601-CXS,181,539,33.58%
202520,B-9535-CXS,0,525,0%
202521,B-9530-CXS,10,526,1.9%
202522,B-9589-CXS,123,537,22.91%
202523,B-9532-CXS,4,530,0.75%
202524,B-9552-CXS,118,534,22.1%
202525,B-9563-CXS,0,533,0%
202526,B-9558-CXS,34,529,6.43%
202527,B-9557-CXS,0,530,0%
202528,B-9610-CXS,64,529,12.1%
202529,B-9634-CXS,0,538,0%
202530,B-9633-CXS,0,527,0%
202531,B-9614-CXS,1,532,0.19%
202532,B-9594-CXS,66,551,11.98%
